,ciclo_lec,departamento,materia,catedra,profesor,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,percent_1,percent_2,percent_3,percent_4,percent_5,percent_6,percent_7,percent_8,percent_9,percent_10,percent_11,percent_12,N,url
4367,2do. Cuatrimestre 2023,Departamento de Matemática,Tópicos de Complementos de Análisis Funcional (Doctorado),Tópicos de Complementos de Análisis Funcional,Sasyk Roman Jorge,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/5100/12395/1625
4368,2do. Cuatrimestre 2023,Departamento de Matemática,Tópicos de Ecuaciones Diferenciales con Retardo (Doctorado),Tópicos de Ecuaciones Diferenciales con Retardo,Amster Pablo Gustavo,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/5441/12567/631
4369,2do. Cuatrimestre 2023,Departamento de Matemática,Tópicos de Ecuaciones Diferenciales con Retardo (Doctorado),Tópicos de Ecuaciones Diferenciales con Retardo,Amster Pablo Gustavo,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/5441/12567/631
4370,2do. Cuatrimestre 2023,Departamento de Matemática,Tópicos de Estadística (Doctorado),A Bianco 2do C 2023,Bianco Ana Maria,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4902/12199/719
4371,2do. Cuatrimestre 2023,Departamento de Matemática,"Tópicos de Grafos, Códigos, Sistemas Dinámicos y Álgebra (Doctorado)","Tópicos de Grafos, Códigos, Sistemas Dinámicos y Álgebra",Cortiñas Guillermo Horacio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/5450/12555/1670
4372,2do. Cuatrimestre 2023,Departamento de Matemática,Tópicos de Modelo Lineal (Doctorado),A SZRETTER NOSTE 2Cuat 2023 Post IC,Szretter Noste María Eugenia,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4749/12404/1176
4373,2do. Cuatrimestre 2023,Departamento de Matemática,Tópicos de Teoría de Números (Doctorado),Tópicos de Teoría de Números,Sirolli Nicolás Martín,5.0,5.0,5.0,5.0,5.0,4.8,4.8,4.8,4.8,5.0,5.0,4.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,4,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/5097/12558/852
4374,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Cesaratto Eda,4.4,4.2,4.2,4.5,3.7,3.8,4.1,4.2,4.1,4.2,4.2,3.9,78.0,78.0,78.0,72.0,78.0,78.0,78.0,78.0,78.0,78.0,72.0,78.0,18,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6452
4375,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Suarez Alvarez Mariano,5.0,5.0,4.4,4.9,4.2,3.9,3.9,4.9,4.3,4.0,4.3,3.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,78.0,89.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/663
4376,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Nabot Sol,5.0,5.0,4.4,4.6,4.4,4.4,4.2,4.2,4.0,3.8,4.4,4.2,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6280
4377,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Martínez Facundo Ezequiel,4.8,4.6,4.7,4.6,4.4,4.4,4.5,4.7,4.6,4.6,4.7,4.2,80.0,80.0,75.0,75.0,55.0,70.0,60.0,55.0,70.0,45.0,50.0,50.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6484
4378,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Dorda Recalde Maria De Las Mercedes,4.7,4.9,4.9,4.8,4.8,4.8,4.7,4.7,4.7,4.6,4.8,4.4,78.0,78.0,78.0,67.0,56.0,67.0,67.0,67.0,67.0,56.0,56.0,56.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6671
4379,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Antunes Percincula Carlos Santiago,4.9,4.7,5.0,3.2,2.9,2.7,3.0,3.0,2.7,3.6,4.7,2.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,89.0,78.0,89.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/7105
4380,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Peralta Dalia Soledad,5.0,5.0,4.8,4.8,4.5,4.8,4.5,4.8,4.5,4.5,4.8,4.5,56.0,56.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/4748
4381,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,D'alesio Souto Sofía Nerina,4.9,4.9,5.0,5.0,5.0,5.0,4.6,4.9,4.8,4.2,4.8,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,89.0,89.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/342
4382,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Vazquez Camilo Agustín,4.6,4.6,4.5,4.8,2.8,3.5,3.8,4.6,4.7,3.8,4.3,4.5,50.0,50.0,60.0,60.0,40.0,60.0,50.0,50.0,60.0,40.0,60.0,20.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6281
4383,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Rufolo Franco Nicolás,4.7,4.7,3.0,4.3,3.5,3.5,3.7,3.7,3.3,3.5,3.0,4.0,30.0,30.0,30.0,30.0,20.0,40.0,30.0,30.0,30.0,20.0,30.0,10.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6488
4384,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Noceti Maria Florencia,4.9,4.9,4.9,4.4,4.9,4.6,4.3,4.7,4.4,4.6,4.9,4.8,70.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,70.0,70.0,70.0,50.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6486
4385,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Cordoba Ignacio,4.8,4.8,4.8,4.8,5.0,4.5,4.3,5.0,4.8,5.0,4.8,4.0,40.0,40.0,40.0,40.0,30.0,40.0,30.0,30.0,40.0,30.0,40.0,20.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6670
4386,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Bianchi Hilde Lida,4.9,5.0,4.4,4.4,3.3,2.4,2.6,3.3,3.0,4.2,4.5,2.8,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,60.0,40.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/388
4387,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Giacobbe Mara Georgina,5.0,5.0,5.0,5.0,4.9,4.9,5.0,4.9,4.9,4.7,4.9,5.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,70.0,70.0,70.0,70.0,60.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/382
4388,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Suarez Alvarez Mariano,5.0,5.0,4.4,4.9,4.2,3.9,3.9,4.9,4.3,4.0,4.3,3.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,78.0,89.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/663
4389,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Marchesano Florencia Mabel,4.9,4.9,4.9,4.9,4.7,4.9,4.8,4.9,4.9,4.9,4.8,4.6,70.0,70.0,70.0,70.0,55.0,70.0,65.0,65.0,70.0,50.0,50.0,50.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6483
4390,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Vazquez Camilo Agustín,4.6,4.6,4.5,4.8,2.8,3.5,3.8,4.6,4.7,3.8,4.3,4.5,50.0,50.0,60.0,60.0,40.0,60.0,50.0,50.0,60.0,40.0,60.0,20.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6281
4391,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Martínez Facundo Ezequiel,4.8,4.6,4.7,4.6,4.4,4.4,4.5,4.7,4.6,4.6,4.7,4.2,80.0,80.0,75.0,75.0,55.0,70.0,60.0,55.0,70.0,45.0,50.0,50.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6484
4392,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Cicchetti Dante,5.0,4.9,5.0,4.9,4.8,4.6,4.8,4.9,4.9,4.8,4.8,4.5,80.0,80.0,80.0,80.0,65.0,70.0,60.0,65.0,75.0,60.0,60.0,55.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6669
4393,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Beck Fiorella Sol,4.6,4.6,4.7,4.5,4.3,4.1,4.1,4.0,4.3,4.4,4.4,3.9,70.0,70.0,65.0,55.0,40.0,55.0,45.0,45.0,55.0,40.0,40.0,40.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6170
4394,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Raffa Antonella Silvana,4.9,4.7,4.9,4.8,4.8,4.6,4.5,4.9,4.6,4.9,4.8,4.4,90.0,90.0,90.0,90.0,90.0,90.0,85.0,75.0,90.0,85.0,75.0,75.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/5935
4395,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Fernandez Slezak Florencia,4.8,4.9,5.0,5.0,5.0,4.9,4.8,5.0,4.9,4.9,4.9,4.6,75.0,75.0,75.0,75.0,75.0,75.0,70.0,70.0,75.0,75.0,60.0,65.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/1207
4396,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Greco Francisco,4.3,4.4,4.6,4.1,4.5,4.2,4.2,4.3,4.0,4.4,4.2,4.6,45.0,45.0,45.0,35.0,20.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/7138
4397,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Sac Himelfarb Gabriel,4.7,4.7,4.6,4.6,4.4,4.5,4.5,4.5,4.4,4.7,4.6,4.2,75.0,75.0,70.0,70.0,70.0,65.0,70.0,70.0,70.0,70.0,65.0,65.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6175
4398,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Pigozzi Nahuel Omar Santos,4.6,4.4,4.2,4.0,3.8,4.0,4.0,4.1,3.7,4.0,4.0,4.0,50.0,50.0,50.0,45.0,30.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/7134
4399,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Nabot Sol,5.0,5.0,4.4,4.6,4.4,4.4,4.2,4.2,4.0,3.8,4.4,4.2,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6280
4400,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Ibañez Nicolas,4.7,4.6,4.4,4.6,4.8,4.6,4.6,4.6,4.2,4.8,4.6,4.6,55.0,55.0,50.0,50.0,40.0,45.0,45.0,45.0,45.0,40.0,40.0,40.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/6480
4401,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Saucedo Matias,4.7,4.6,4.5,4.6,4.5,4.6,4.6,4.7,4.5,4.7,4.5,4.4,75.0,75.0,75.0,70.0,75.0,75.0,75.0,75.0,75.0,75.0,65.0,70.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/433
4402,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Matemática),Algebra I,Galicer Daniel Eric,4.9,4.9,4.9,4.8,4.9,4.8,4.7,4.9,4.7,4.7,4.7,4.6,95.0,95.0,95.0,95.0,95.0,95.0,95.0,85.0,95.0,95.0,90.0,85.0,20,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/49/12343/1202
4403,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Suarez Alvarez Mariano,4.9,4.9,4.8,5.0,4.7,4.4,4.3,4.9,4.4,4.5,4.7,4.5,71.0,71.0,71.0,71.0,65.0,67.0,67.0,62.0,67.0,62.0,62.0,62.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/663
4404,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Nabot Sol,4.9,4.9,4.8,4.7,4.9,4.8,4.9,4.9,4.6,4.8,4.9,4.9,35.0,35.0,35.0,33.0,31.0,33.0,29.0,29.0,33.0,29.0,29.0,29.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6280
4405,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Martínez Facundo Ezequiel,4.6,4.6,4.6,4.8,4.6,4.5,4.7,4.9,4.8,4.8,4.9,4.8,35.0,35.0,35.0,35.0,33.0,35.0,33.0,33.0,33.0,27.0,29.0,27.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6484
4406,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Dorda Recalde Maria De Las Mercedes,4.7,4.9,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.8,38.0,35.0,35.0,35.0,31.0,33.0,29.0,31.0,31.0,29.0,29.0,29.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6671
4407,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Antunes Percincula Carlos Santiago,4.8,4.9,4.9,3.3,3.2,3.1,3.6,3.5,3.2,4.0,4.6,3.4,60.0,58.0,60.0,58.0,60.0,60.0,58.0,54.0,56.0,56.0,50.0,50.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/7105
4408,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Peralta Dalia Soledad,4.9,4.8,4.7,4.6,4.6,4.7,4.6,4.6,4.7,4.5,4.6,4.6,40.0,38.0,40.0,38.0,33.0,38.0,35.0,35.0,38.0,31.0,35.0,31.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/4748
4409,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,D'alesio Souto Sofía Nerina,4.9,4.8,4.9,4.9,4.9,4.8,4.7,4.8,4.9,4.6,4.8,4.7,69.0,67.0,69.0,69.0,69.0,69.0,69.0,67.0,69.0,69.0,62.0,60.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/342
4410,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Vazquez Camilo Agustín,4.8,4.8,4.7,4.5,4.2,4.2,4.5,4.3,4.5,4.5,4.7,4.1,67.0,67.0,63.0,63.0,47.0,60.0,50.0,50.0,57.0,37.0,47.0,43.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6281
4411,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Rufolo Franco Nicolás,4.6,4.6,4.5,4.4,4.5,4.3,4.2,4.5,4.4,4.4,4.3,4.1,53.0,53.0,50.0,47.0,37.0,50.0,40.0,43.0,43.0,37.0,37.0,37.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6488
4412,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Noceti Maria Florencia,4.7,4.8,4.9,4.6,4.6,4.7,4.6,4.4,4.6,4.7,4.7,4.4,90.0,90.0,90.0,87.0,87.0,90.0,80.0,83.0,83.0,77.0,73.0,60.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6486
4413,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Cordoba Ignacio,4.4,4.5,4.6,4.5,4.6,4.5,4.2,4.3,4.5,4.4,4.7,4.2,80.0,77.0,80.0,77.0,67.0,77.0,80.0,73.0,73.0,70.0,67.0,57.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6670
4414,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Bianchi Hilde Lida,4.7,4.9,4.6,4.0,3.7,3.6,3.8,4.0,4.0,4.2,4.8,3.6,83.0,83.0,80.0,77.0,67.0,70.0,73.0,53.0,67.0,67.0,43.0,43.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/388
4415,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Giacobbe Mara Georgina,4.9,5.0,4.9,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.7,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,87.0,73.0,77.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/382
4416,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Suarez Alvarez Mariano,4.9,4.9,4.8,5.0,4.7,4.4,4.3,4.9,4.4,4.5,4.7,4.5,71.0,71.0,71.0,71.0,65.0,67.0,67.0,62.0,67.0,62.0,62.0,62.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/663
4417,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Marchesano Florencia Mabel,4.7,4.6,4.7,4.6,4.5,4.6,4.5,4.6,4.5,4.6,4.5,4.5,49.0,51.0,51.0,47.0,40.0,47.0,44.0,45.0,47.0,42.0,42.0,42.0,55,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6483
4418,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Vazquez Camilo Agustín,4.8,4.8,4.7,4.5,4.2,4.2,4.5,4.3,4.5,4.5,4.7,4.1,67.0,67.0,63.0,63.0,47.0,60.0,50.0,50.0,57.0,37.0,47.0,43.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6281
4419,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Martínez Facundo Ezequiel,4.6,4.6,4.6,4.8,4.6,4.5,4.7,4.9,4.8,4.8,4.9,4.8,35.0,35.0,35.0,35.0,33.0,35.0,33.0,33.0,33.0,27.0,29.0,27.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6484
4420,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Cicchetti Dante,4.7,4.6,4.7,4.5,4.0,4.0,4.2,4.3,4.2,4.3,4.5,4.1,56.0,56.0,55.0,47.0,38.0,45.0,40.0,42.0,44.0,33.0,31.0,31.0,55,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6669
4421,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Beck Fiorella Sol,4.8,4.7,4.7,4.8,4.7,4.5,4.5,4.6,4.5,4.4,4.6,4.5,58.0,56.0,55.0,45.0,33.0,49.0,42.0,40.0,47.0,36.0,35.0,35.0,55,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6170
4422,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Fernandez Slezak Florencia,4.8,4.7,4.8,4.9,4.8,4.8,4.7,4.8,4.8,4.7,4.7,4.6,75.0,75.0,75.0,75.0,75.0,75.0,73.0,73.0,73.0,73.0,64.0,67.0,55,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/1207
4423,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Greco Francisco,4.8,4.8,4.7,4.8,4.6,4.6,4.7,4.8,4.8,4.8,4.8,4.6,38.0,40.0,40.0,36.0,30.0,36.0,34.0,34.0,36.0,34.0,32.0,30.0,47,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/7138
4424,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Sac Himelfarb Gabriel,4.9,4.9,4.7,4.8,4.7,4.6,4.5,4.7,4.7,4.5,4.7,4.4,64.0,64.0,66.0,66.0,64.0,64.0,60.0,64.0,64.0,62.0,62.0,57.0,47,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6175
4425,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Pigozzi Nahuel Omar Santos,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,34.0,32.0,34.0,30.0,26.0,32.0,30.0,30.0,30.0,28.0,28.0,26.0,47,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/7134
4426,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Nabot Sol,4.9,4.9,4.8,4.7,4.9,4.8,4.9,4.9,4.6,4.8,4.9,4.9,35.0,35.0,35.0,33.0,31.0,33.0,29.0,29.0,33.0,29.0,29.0,29.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6280
4427,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Ibañez Nicolas,4.9,4.9,4.9,4.8,4.7,4.8,4.8,4.8,4.8,4.8,4.8,4.5,45.0,45.0,45.0,38.0,32.0,36.0,36.0,36.0,36.0,36.0,36.0,32.0,47,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6480
4428,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Saucedo Matias,4.9,4.8,4.8,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.5,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,70.0,72.0,68.0,68.0,47,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/433
4429,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Galicer Daniel Eric,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.7,4.6,4.7,82.0,82.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,72.0,74.0,50,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/1202
4430,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (LCDA),Algebra I,Cesaratto Eda,4.7,4.7,4.7,4.5,3.9,3.7,3.9,4.3,3.9,4.4,4.5,4.2,75.0,75.0,75.0,77.0,75.0,77.0,77.0,75.0,77.0,69.0,69.0,75.0,48,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/4981/12340/6452
4431,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Computación),Algebra I,Vazquez Camilo Agustín,4.9,4.9,4.8,4.9,4.8,4.5,4.8,4.9,4.7,4.9,4.8,4.9,57.0,57.0,52.0,52.0,40.0,50.0,45.0,45.0,50.0,38.0,40.0,42.0,40,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/225/12338/6281
4432,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Computación),Algebra I,Rufolo Franco Nicolás,4.8,4.8,4.8,4.7,4.4,4.6,4.8,4.9,4.6,4.9,4.8,4.7,45.0,48.0,45.0,45.0,40.0,42.0,42.0,40.0,42.0,35.0,35.0,35.0,40,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/225/12338/6488
4433,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Computación),Algebra I,Noceti Maria Florencia,4.9,4.9,5.0,4.5,4.7,4.6,4.8,4.9,4.7,4.8,4.8,5.0,62.0,65.0,65.0,65.0,60.0,65.0,60.0,55.0,65.0,60.0,57.0,50.0,40,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/225/12338/6486
4434,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Computación),Algebra I,Cordoba Ignacio,4.9,4.9,4.9,4.7,4.6,4.5,4.6,5.0,4.8,4.6,4.9,4.7,55.0,55.0,55.0,55.0,50.0,55.0,48.0,45.0,50.0,50.0,45.0,45.0,40,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/225/12338/6670
4435,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Computación),Algebra I,Bianchi Hilde Lida,4.5,4.9,4.8,4.6,4.2,4.0,4.1,4.5,4.3,4.1,4.9,4.4,50.0,48.0,48.0,52.0,50.0,52.0,42.0,38.0,48.0,52.0,35.0,45.0,40,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/225/12338/388
4436,2do. Cuatrimestre 2023,Departamento de Matemática,Álgebra I (Computación),Algebra I,Giacobbe Mara Georgina,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.7,4.8,4.8,4.9,4.8,68.0,70.0,68.0,68.0,65.0,68.0,62.0,68.0,70.0,68.0,65.0,62.0,40,https://visualizador-encuestas-finales.exactas.uba.ar/116/6/225/12338/382
