,ciclo_lec,departamento,materia,catedra,profesor,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,percent_1,percent_2,percent_3,percent_4,percent_5,percent_6,percent_7,percent_8,percent_9,percent_10,percent_11,percent_12,N,url
0,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Climatología Sinóptica (Ciencias de la Atmósfera),A,Bettolli Maria Laura,4.9,4.6,5.0,4.9,4.5,4.6,4.4,4.9,4.9,4.9,4.9,4.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4402/13395/1240
1,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Climatología Sinóptica (Ciencias de la Atmósfera),A,Bettolli Maria Laura,4.9,4.6,5.0,4.9,4.5,4.6,4.4,4.9,4.9,4.9,4.9,4.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4402/13395/1240
2,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Climatología Sinóptica (Ciencias de la Atmósfera),A,Oruezabal Victoria Agustina,5.0,4.9,5.0,4.9,5.0,5.0,4.7,4.8,4.9,5.0,4.9,4.9,100.0,88.0,100.0,100.0,88.0,100.0,88.0,100.0,100.0,75.0,100.0,88.0,8,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4402/13395/6795
3,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Climatología Sinóptica: Métodos y Aplicaciones en el sur de Sudamérica (Doctorado),A,Bettolli Maria Laura,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/5433/13396/1240
4,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Climatología Sinóptica: Métodos y Aplicaciones en el sur de Sudamérica (Doctorado),A,Oruezabal Victoria Agustina,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/5433/13396/6795
5,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Climatología Sinóptica: Métodos y Aplicaciones en el sur de Sudamérica (Doctorado),A,Bettolli Maria Laura,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/5433/13396/1240
6,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Convección y Fenómenos Severos 1 (Ciencias de la Atmósfera),A,Cancelada Maite,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4404/13383/4212
7,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Convección y Fenómenos Severos 1 (Ciencias de la Atmósfera),A,Salio Paola Veronica,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,4.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4404/13383/1376
8,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Convección y Fenómenos Severos 1 (Ciencias de la Atmósfera),A,Ruiz Juan José,5.0,5.0,5.0,5.0,4.6,4.5,4.5,5.0,5.0,5.0,5.0,4.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4404/13383/1393
9,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Procesos Atmosféricos en Pequeña Escala (Ciencias de la Atmósfera),A,Oliveri Paula Carolina,4.9,4.9,4.9,4.4,4.0,4.0,4.3,4.2,4.0,4.7,4.7,4.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,91.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4424/13772/5340
10,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Procesos Atmosféricos en Pequeña Escala (Ciencias de la Atmósfera),A,Merino Rodrigo Andres,5.0,5.0,5.0,4.8,4.7,4.8,4.8,4.8,4.7,4.8,4.9,4.8,100.0,100.0,100.0,100.0,100.0,100.0,91.0,96.0,100.0,96.0,87.0,83.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4424/13772/5339
11,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Procesos Atmosféricos en Pequeña Escala (Ciencias de la Atmósfera),A,Tonti Natalia Edith,5.0,5.0,4.9,5.0,5.0,4.9,4.9,5.0,4.9,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,100.0,87.0,100.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4424/13772/629
12,3er. Bimestre 2024,Departamento de Ciencias de la Atmósfera y los Océanos,Procesos Atmosféricos en Pequeña Escala (Ciencias de la Atmósfera),A,Gassmann Maria Isabel,5.0,5.0,4.8,4.9,4.8,4.6,4.7,4.9,4.8,4.9,5.0,4.7,100.0,100.0,100.0,100.0,100.0,96.0,100.0,100.0,91.0,100.0,87.0,96.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/126/12/4424/13772/980
13,3er. Bimestre 2024,Departamento de Ecología Genética y Evolución,Genética y Ecología Molecular I (Doctorado),VIVIANA CONFALONIERI,Fracas Pablo Andrés,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,4.5,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/14/1089/13745/4868
14,3er. Bimestre 2024,Departamento de Ecología Genética y Evolución,Genética y Ecología Molecular I (Doctorado),VIVIANA CONFALONIERI,Rodriguero Marcela Silvina,5.0,4.0,5.0,4.0,3.0,3.5,4.0,4.0,3.0,4.0,4.5,3.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/14/1089/13745/2111
15,3er. Bimestre 2024,Departamento de Ecología Genética y Evolución,Genética y Ecología Molecular I (Doctorado),VIVIANA CONFALONIERI,Confalonieri Viviana Andrea,5.0,5.0,5.0,5.0,3.5,3.5,3.5,5.0,3.0,4.5,4.5,3.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/14/1089/13745/1450
16,3er. Bimestre 2024,Departamento de Ecología Genética y Evolución,Modelos Lineales Generales y Mixtos (Doctorado),Adriana Perez,Gutierrez Cornejo Melisa Elin,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/14/4363/13785/6762
17,3er. Bimestre 2024,Departamento de Ecología Genética y Evolución,Modelos Lineales Generales y Mixtos (Doctorado),Adriana Perez,Fernandez María Soledad,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/14/4363/13785/1685
18,3er. Bimestre 2024,Departamento de Ecología Genética y Evolución,Modelos Lineales Generales y Mixtos (Doctorado),Adriana Perez,Perez Adriana Alicia,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/14/4363/13785/871
19,3er. Bimestre 2024,Secretaría de Investigación Científica y Tecnológica,Cuidado y Uso de Animales de Laboratorio (Doctorado),Única,Feld Mariana,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,5,https://visualizador-encuestas-finales.exactas.uba.ar/126/3/5217/13818/862
20,3er. Bimestre 2024,Secretaría de Investigación Científica y Tecnológica,Cuidado y Uso de Animales de Laboratorio (Doctorado),Única,Brahamian Jorge Martín,5.0,5.0,5.0,4.8,5.0,5.0,4.8,4.8,4.8,4.5,4.8,5.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,5,https://visualizador-encuestas-finales.exactas.uba.ar/126/3/5217/13818/7253
21,3er. Bimestre 2024,Comité Asesor Maestría Ciencias Ambientales,Variabilidad Climática y Efectos Antropogénicos (Maestría en Ciencias Ambientales),A,Gonzalez Marcela Hebe,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/43/840/13843/812
22,3er. Bimestre 2024,Departamento de Computación,Abordaje Computacional de la Biología Estructural de Proteínas - VISIT 2024 (Doctorado),A,Rodriguez Ricardo Oscar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/126/8/5771/13869/1061
23,3er. Bimestre 2024,Departamento de Computación,Algoritmos para Biología Estructural de Proteìnas - VISIT2024 (Computación),A,Rodriguez Ricardo Oscar,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/126/8/5728/13618/1061
24,3er. Bimestre 2024,Departamento de Computación,"Economía, Conceptos y Métodos (con aplicaciones) (LCDA)",Economía y Conceptos.,Mira Llambi Pablo Javier,5.0,5.0,5.0,4.9,4.9,4.9,4.8,4.9,4.9,5.0,5.0,4.9,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/126/8/5737/13807/7725
25,3er. Bimestre 2024,Departamento de Computación,Experimentos Controlados (Computación),A,Rodriguez Ricardo Oscar,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/126/8/5531/13690/1061
26,3er. Bimestre 2024,Departamento de Industrias,Economía de la Empresa Alimentaria (Ciencia y Tecnología de Alimentos),DE ESCALADA PLA,Falcon Maria De Los Angeles,4.8,4.7,4.7,4.5,4.5,4.4,4.2,4.3,4.5,4.6,4.7,4.6,92.0,92.0,92.0,92.0,92.0,92.0,92.0,83.0,92.0,92.0,92.0,92.0,12,https://visualizador-encuestas-finales.exactas.uba.ar/126/13/172/13541/7459
27,3er. Bimestre 2024,Departamento de Industrias,Economía de la Empresa Alimentaria (Ciencia y Tecnología de Alimentos),DE ESCALADA PLA,Silva Noelia Elizabeth,4.9,4.8,4.8,4.7,4.6,4.4,4.5,4.4,4.7,4.3,4.7,4.7,100.0,100.0,100.0,100.0,100.0,100.0,83.0,83.0,92.0,100.0,92.0,92.0,12,https://visualizador-encuestas-finales.exactas.uba.ar/126/13/172/13541/5872
28,3er. Bimestre 2024,Departamento de Industrias,Economía de la Empresa Alimentaria (Ciencia y Tecnología de Alimentos),DE ESCALADA PLA,Saporittis Karen,4.7,4.7,4.6,4.6,4.7,4.4,4.3,4.5,4.6,4.6,4.6,4.4,58.0,58.0,58.0,58.0,58.0,58.0,58.0,50.0,58.0,58.0,58.0,58.0,12,https://visualizador-encuestas-finales.exactas.uba.ar/126/13/172/13541/6538
29,3er. Bimestre 2024,Departamento de Industrias,Economía de la Empresa Alimentaria (Ciencia y Tecnología de Alimentos),DE ESCALADA PLA,Loubes Maria Ana,4.7,4.8,4.9,4.9,4.8,4.7,4.5,4.7,4.7,4.7,4.7,4.8,92.0,92.0,92.0,92.0,92.0,92.0,92.0,83.0,92.0,92.0,83.0,92.0,12,https://visualizador-encuestas-finales.exactas.uba.ar/126/13/172/13541/1013
30,3er. Bimestre 2024,Departamento de Industrias,Economía de la Empresa Alimentaria (Ciencia y Tecnología de Alimentos),DE ESCALADA PLA,De Escalada Pla Marina Francisca,5.0,5.0,4.9,4.6,4.6,4.6,4.4,4.5,4.5,4.5,4.7,4.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,83.0,12,https://visualizador-encuestas-finales.exactas.uba.ar/126/13/172/13541/1372
31,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Ojeda Lucas Ezequiel,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.9,4.8,4.8,4.9,4.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/5903
32,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Corfield Rocio,4.8,4.5,4.8,5.0,4.8,4.5,4.5,4.8,4.8,4.8,4.8,4.8,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/5912
33,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Zalazar Aldana Lourdes,4.5,4.8,4.8,4.7,4.9,4.9,4.8,4.9,4.9,4.9,4.8,4.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/4233
34,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Pilosof Ana Maria Renata,4.9,4.8,4.9,4.9,4.8,4.9,4.9,4.9,4.8,4.9,4.7,4.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/1392
35,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Martinez María Julia,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/710
36,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Campos Carmen Adriana,4.9,4.9,5.0,4.9,4.9,4.8,4.6,4.5,4.8,4.6,4.7,4.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/1755
37,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Pilosof Ana Maria Renata,4.9,4.8,4.9,4.9,4.8,4.9,4.9,4.9,4.8,4.9,4.7,4.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/1392
38,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Martinez María Julia,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/710
39,3er. Bimestre 2024,Departamento de Química Orgánica,Tecnología de Alimentos II (Ciencia y Tecnología de Alimentos),Materia de grado para la LCTA y IA,Campos Carmen Adriana,4.9,4.9,5.0,4.9,4.9,4.8,4.6,4.5,4.8,4.6,4.7,4.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/126/10/178/13660/1755
40,3er. Bimestre 2024,Instituto de Cálculo,Herramientas de Visualización de Datos (LCDA),A Bianco 2doCuat 2024 LCD IC,Parada Daniela Laura,5.0,5.0,5.0,4.9,5.0,4.8,4.7,4.9,4.9,5.0,4.9,5.0,100.0,91.0,100.0,91.0,100.0,91.0,91.0,91.0,100.0,82.0,100.0,91.0,11,https://visualizador-encuestas-finales.exactas.uba.ar/126/65/5502/13569/6291
41,3er. Bimestre 2024,Instituto de Cálculo,Herramientas de Visualización de Datos (LCDA),A Bianco 2doCuat 2024 LCD IC,Bianco Ana Maria,5.0,5.0,5.0,5.0,4.9,4.9,4.9,5.0,4.9,4.9,4.9,4.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11,https://visualizador-encuestas-finales.exactas.uba.ar/126/65/5502/13569/719
42,3er. Bimestre 2024,Secretaría Académica,Conversation club! (IDIOMSA),Única,Curatolo Carolina,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,4,https://visualizador-encuestas-finales.exactas.uba.ar/126/2/5359/13881/3686
43,3er. Bimestre 2024,Secretaría Académica,Quiero aplicar para una beca: Help! (IDIOMSA),A,Curatolo Carolina,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,4,https://visualizador-encuestas-finales.exactas.uba.ar/126/2/5463/13684/3686
44,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Valverde Alejandra Del Carmen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/1199
45,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Valchi Paula,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/4483
46,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Farias Alejandro,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/735
47,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Czuchlej Silvia Cristina,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/4709
48,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Regueira Eleonora,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/2564
49,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Palmieri Monica Alejandra,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/1528
50,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Morfología Funcional de los Tejidos Animales (Doctorado),Comisión Única - Dra Gladys Hermida,Hermida Gladys Noemi,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/5139/13444/1006
51,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Nomenclatura Botánica (Doctorado),Comisión Única - Dr Agustín Sanguinetti,Robles Carolina Analía,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/1326/13418/2348
52,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Nomenclatura Botánica (Doctorado),Comisión Única - Dr Agustín Sanguinetti,Sanguinetti Agustín,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/1326/13418/1913
53,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Nomenclatura Botánica (Doctorado),Comisión Única - Dr Agustín Sanguinetti,Robles Carolina Analía,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/1326/13418/2348
54,3er. Bimestre 2024,Departamento de Biodiversidad y Biología Experimental,Nomenclatura Botánica (Doctorado),Comisión Única - Dr Agustín Sanguinetti,Sanguinetti Agustín,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3,https://visualizador-encuestas-finales.exactas.uba.ar/126/15/1326/13418/1913
55,Invierno 2024,Departamento de Ciencias de la Atmósfera y los Océanos,"Estructuras de Circulación Oceánicas de Meso y Submesoescala: Mediciones, Satélite e In Situ, Mecanismos Físicos e Impacto Biológico (Doctorado)",A,Saraceno Martin,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,67.0,100.0,100.0,100.0,100.0,3,https://visualizador-encuestas-finales.exactas.uba.ar/124/12/5695/13408/1014
56,Invierno 2024,Departamento de Ciencias de la Atmósfera y los Océanos,"Estructuras de Circulación Oceánicas de Meso y Submesoescala: Mediciones, Satélite e In Situ, Mecanismos Físicos e Impacto Biológico (Doctorado)",A,Ruiz Etcheverry Laura Agustina,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,67.0,100.0,67.0,100.0,100.0,3,https://visualizador-encuestas-finales.exactas.uba.ar/124/12/5695/13408/1949
57,Invierno 2024,Departamento de Ciencias Geológicas,Geoinformática Aplicada a la Cartografía Multitemática (Doctorado),Geoinformática Aplicada a la Cartografía Multitemática - Invierno 2024,Esteban Federico Damián,5.0,5.0,5.0,5.0,4.8,4.8,4.7,4.5,4.5,4.7,5.0,4.8,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,7,https://visualizador-encuestas-finales.exactas.uba.ar/124/20/5333/13321/6878
58,Invierno 2024,Departamento de Química Biológica,Cultivo y Purificación de Virus. Su Aplicación en el Laboratorio y en la Industria (Doctorado),Cultivo y purificacion de virus. Aplicaciones en el laboratorio y la industria,Sepúlveda Claudia Soledad,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/124/11/1487/13685/4144
59,Invierno 2024,Departamento de Química Biológica,Cultivo y Purificación de Virus. Su Aplicación en el Laboratorio y en la Industria (Doctorado),Cultivo y purificacion de virus. Aplicaciones en el laboratorio y la industria,Petrera Erina,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/124/11/1487/13685/959
60,Invierno 2024,Departamento de Química Biológica,Cultivo y Purificación de Virus. Su Aplicación en el Laboratorio y en la Industria (Doctorado),Cultivo y purificacion de virus. Aplicaciones en el laboratorio y la industria,Bueno Carlos Alberto,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/124/11/1487/13685/2312
61,Invierno 2024,Departamento de Química Biológica,Cultivo y Purificación de Virus. Su Aplicación en el Laboratorio y en la Industria (Doctorado),Cultivo y purificacion de virus. Aplicaciones en el laboratorio y la industria,Barquero Andrea Alejandra,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,https://visualizador-encuestas-finales.exactas.uba.ar/124/11/1487/13685/2432
